dummy,evals,expr,fitness,len
0,1,(1 / log_v_k_nu),-3.4028235e+38,2
0,10,((1 / (1 / log_v_k_nu)) * ((log_v_k_nu + log_v_k_nu) + (0.33907813 / log_v_k_nu))),-3.4028235e+38,11
0,7,((log_v_k_nu / log_v_k_nu) + (1 / 2.1283948)),-3.4028235e+38,6
0,13,((log_v_k_nu / log_v_k_nu) - (log_v_k_nu / log_v_k_nu)),-3.4028235e+38,7
0,11,(((log_v_k_nu - (-0.95797765)) - log_v_k_nu) - (abs(log_v_k_nu) ^ (-0.14387849))),-3.4028235e+38,9
0,6,((abs((log_v_k_nu / log_v_k_nu)) ^ (abs((-1.0773164)) ^ 0.96039325)) + ((1 / log_v_k_nu) * 2.7952118)),-3.4028235e+38,12
0,9,(((abs(log_v_k_nu) ^ log_v_k_nu) - (-9.7737999)) - (8.2905426 * log_v_k_nu)),-48.519352,9
0,12,(abs((-0.60342216)) ^ (-1.1617098)),-0.063179284,3
0,18,(1 / (1 / (1 / (-1.482379)))),-6.1778746,4
0,20,(1 / (1 / 1.7981993)),-0.06317929,3
0,19,(abs(1.3206283) ^ log_v_k_nu),-0.21758962,3
0,14,(abs(((log_v_k_nu - (-0.50782484)) / (log_v_k_nu + 1.9718575))) ^ ((1 / log_v_k_nu) * (-0.2152448))),-3.4028235e+38,12
0,22,(((abs(log_v_k_nu) ^ (-0.77110004)) + (-1.439577)) * (log_v_k_nu - log_v_k_nu)),-3.4028235e+38,9
0,21,(abs((abs(((-0.22841655) + log_v_k_nu)) ^ (log_v_k_nu / 0.66197675))) ^ (1 / (abs(log_v_k_nu) ^ (-1.0124524)))),-2.9107889e+16,12
0,4,(abs((1 / 1.3911186)) ^ (-1.6720221)),-0.06696975,4
0,26,(((log_v_k_nu - log_v_k_nu) / (1 / log_v_k_nu)) * (log_v_k_nu - (-0.1018004))),-3.2967005,10
0,24,(1 / ((1 / 0.42815667) + (-1.7794819))),-0.06317927,5
0,3,(((1 / log_v_k_nu) * log_v_k_nu) * (log_v_k_nu * 0.084595583)),-3.4028235e+38,8
0,27,((1 / 5.6492872) + log_v_k_nu),-0.63145477,4
0,2,(1 / 0.55611175),-0.0631793,2
0,16,(((1 / 1.1619335) + (log_v_k_nu - log_v_k_nu)) - (log_v_k_nu + (-1.7883698))),-1.2871622,10
0,29,((1 / (log_v_k_nu - log_v_k_nu)) - ((log_v_k_nu * log_v_k_nu) + (1.9440084 / (-0.73722792)))),-3.4028235e+38,12
0,33,(((log_v_k_nu / (-0.51862442)) + (1 / (-0.88512826))) * (1 / log_v_k_nu)),-3.4028235e+38,9
0,23,((abs(((-0.1873714) * (-0.7974689))) ^ ((-0.01790818) / log_v_k_nu)) + (1 / (1.4981923 * 0.014875887))),-3.4028235e+38,12
0,32,((log_v_k_nu + (-1.8096504)) - (1 / (-0.50354874))),-0.6314542,6
0,34,((log_v_k_nu - 0.73621243) * (log_v_k_nu / 0.15516058)),-303.94446,7
0,15,(((1 / 0.24924096) * 0.68385881) + ((-0.62555248) * 1.5115052)),-0.06317929,8
0,30,(1 / (1 / (1 / ((-0.53736895) + (-1.257167))))),-5.611308,6
0,39,(((1 / log_v_k_nu) / log_v_k_nu) + (2.8261151 * log_v_k_nu)),-3.4028235e+38,8
0,37,(((abs(log_v_k_nu) ^ (-0.58265024)) + (1 / log_v_k_nu)) + ((-0.26380262) * 1.1243399)),-3.4028235e+38,10
0,40,(1 / ((1 / log_v_k_nu) * log_v_k_nu)),-3.4028235e+38,5
0,38,(1 / 0.55611175),-0.0631793,2
0,36,((1 / (1 / 1.4291357)) / (abs(log_v_k_nu) ^ log_v_k_nu)),-1.446646,7
0,43,(1 / (1 / ((1 / log_v_k_nu) / (-0.41349518)))),-3.4028235e+38,6
0,41,(1 / (1 / 1.7981989)),-0.063179314,3
0,45,(1 / (1 / log_v_k_nu)),-0.66252,3
0,35,(1 / (-2116.408)),-3.2983997,2
0,48,(1 / log_v_k_nu),-3.4028235e+38,2
0,46,(((1 / log_v_k_nu) * (-1.7156417)) - (0.1497533 / (-0.082199402))),-3.4028235e+38,8
0,17,(1 / ((((-1.9080882) + log_v_k_nu) / 1.932261) + (1 / log_v_k_nu))),-0.18262036,9
0,51,(((-0.77934778) / (-0.75431305)) / (log_v_k_nu + log_v_k_nu)),-3.4028235e+38,7
0,44,(abs(1.3088838) ^ log_v_k_nu),-0.21662089,3
0,42,(((1 / 0.14526567) / 0.78092849) * ((-0.21515487) / (-0.97423124))),-0.08525277,8
0,52,(abs((log_v_k_nu / log_v_k_nu)) ^ (log_v_k_nu + log_v_k_nu)),-0.70030165,7
0,53,((abs(log_v_k_nu) ^ log_v_k_nu) * (log_v_k_nu * (-1.406361))),-2381.7861,7
0,5,((((-126.74109) + log_v_k_nu) + (log_v_k_nu / 1238.5037)) + (log_v_k_nu - (-125.29416))),-2.3992403,11
0,55,(1 / ((abs((0.96622956 + log_v_k_nu)) ^ (1 / 0.68692988)) / (0.19060364 * log_v_k_nu))),-3.0401666,11
0,58,(1 / ((1 / log_v_k_nu) / (1 / 1.5229146))),-0.8388623,6
0,49,(1 / ((1 / (1 / (-27.635576))) * (0.1008348 - log_v_k_nu))),-3.228023,8
0,50,(1 / (-1746.0348)),-3.29876,2
0,56,((abs((1 / 0.002227481)) ^ (0.99969763 + (-1.5365645))) * ((1 / log_v_k_nu) / (1 / log_v_k_nu))),-3.4028235e+38,12
0,60,(((1 / (-0.97615904)) + 0.25315011) * (0.690503 / log_v_k_nu)),-3.4028235e+38,8
0,47,(1 / ((abs(0.37353718) ^ 0.087202176) - (log_v_k_nu - 1.9360622))),-21.244307,8
0,63,((1 / log_v_k_nu) - 0.97034097),-3.4028235e+38,4
0,64,((((-0.050293185) / 0.23332003) + (1 / 1.8384771)) * (log_v_k_nu * 0.0079592951)),-3.2813969,10
0,61,(abs(((1 / (-0.24543379)) - (1 / log_v_k_nu))) ^ (abs(log_v_k_nu) ^ (-0.52382112))),-3.4028235e+38,9
0,67,((abs((1 / 1.1487783)) ^ 0.92629683) * (log_v_k_nu / 1.3529242)),-0.84972936,8
0,54,((abs(log_v_k_nu) ^ log_v_k_nu) * (1 / 12.411521)),-2.5238533,6
0,65,(1 / (-2581.1555)),-3.298094,2
0,68,((1 / (1 / 243.97992)) - (log_v_k_nu - (-240.55969))),-0.6925052,7
