dummy,evals,expr,fitness,length
0,1,(((0.43308648 * log_v_k_nu) - ((-0.03982953) * log_v_k_nu)) * 1 / (((-0.068312116) * log_v_k_nu))),-3.4028235e+38,6
0,2,((((0.44557744 * log_v_k_nu) * 0.76597273) * 1 / (((-0.099379957) * log_v_k_nu))) / 1 / ((-1.1432194))),-3.4028235e+38,9
0,3,(1 / (0.49253362) - 0.23207612),-0.0631793,4
0,4,(1 / (((-0.36244628) * log_v_k_nu)) + ((0.34970877 * log_v_k_nu) - (1.0885278 * log_v_k_nu))),-3.4028235e+38,6
0,5,1 / (((1 / (0.85965973) + ((-0.68530643) - (0.7430498 * log_v_k_nu))) * (1 / ((0.45911971 * log_v_k_nu)) + 1 / (((-2.2961614) * log_v_k_nu))))),-3.4028235e+38,13
0,6,(((1 / ((0.82165861 * log_v_k_nu)) + 2.2463052) - ((0.99019009 * log_v_k_nu) * ((-0.53206694) * log_v_k_nu))) - 1 / ((1.1352539 + (0.5360955 * log_v_k_nu)))),-3.4028235e+38,13
0,7,(0.89187151 / (0.24921595 * log_v_k_nu)),-3.4028235e+38,3
0,8,(1 / ((-1273.7684)) + (0.90816152 * log_v_k_nu)),-0.6355961,4
0,9,(abs((1 / ((-0.061769705)) * (0.47774351 * log_v_k_nu))) ^ ((-0.80052757) + ((-0.41720361) * log_v_k_nu))),-3.4028235e+38,8
0,10,(((((-1.5839696) * log_v_k_nu) / (0.45350525 * log_v_k_nu)) - 1 / (0.93940622)) - ((-2.0727994) / (-0.3113358))),-3.4028235e+38,10
0,11,(((abs(0.39422348) ^ (-0.77841848)) + (((-0.80002648) * log_v_k_nu) - ((-1.1570755) * log_v_k_nu))) + (1 / (((-0.34707078) * log_v_k_nu)) - ((-1.0531615) * log_v_k_nu))),-3.4028235e+38,12
0,12,((((1.7389152 * log_v_k_nu) / 0.48437861) * (((-0.11301728) * log_v_k_nu) * ((-0.46195439) * log_v_k_nu))) - ((0.67831004 * log_v_k_nu) + ((-1.0235603) * log_v_k_nu))),-3.1803296,11
0,13,((abs(1 / ((-0.00020932074))) ^ ((-3.3781393) * log_v_k_nu)) + 1 / (0.55424702)),-0.084067434,7
0,14,((0.86359835 + (0.025488794 * log_v_k_nu)) - 1 / ((-1.1194954))),-0.062790275,6
0,15,((((0.39391658 * log_v_k_nu) + (0.61040497 * log_v_k_nu)) + 1 / (1.5431944)) - (((-1.4017261) * log_v_k_nu) * (0.22259797 * log_v_k_nu))),-4.748194,10
0,16,((((0.3104457 * log_v_k_nu) * 0.58050251) * ((0.8045969 * log_v_k_nu) + (-0.11474568))) / (1 / ((-2.2546525)) * (0.543567 * log_v_k_nu))),-3.4028235e+38,12
0,17,1 / ((1 / (((2.4449689 * log_v_k_nu) / (0.32909653 * log_v_k_nu))) - (abs((abs(((-0.82185054) * log_v_k_nu)) ^ (-0.97919953))) ^ (1.0044731 * log_v_k_nu)))),-3.4028235e+38,11
0,18,(abs((-0.56483018)) ^ ((-0.4712882) * log_v_k_nu)),-0.2166209,3
0,19,1 / ((-1.6796194)),-5.792369,2
0,20,((abs((-0.98064381)) ^ ((-0.66529942) * log_v_k_nu)) * 1 / (0.56799167)),-0.06282341,6
0,21,(abs((1 / (7.1220732) + (-1.1330775))) ^ (((-1.7879606) * log_v_k_nu) + (-76.837646))),-0.06282347,8
0,22,1 / ((abs((abs((-0.84220284)) ^ (0.91369116 * log_v_k_nu))) ^ (abs(1.2387717) ^ 2.5217996))),-0.2166209,8
0,23,((abs(((1.3072296 * log_v_k_nu) + 0.81492031)) ^ 1 / (((-1.7298508) * log_v_k_nu))) * (abs((((-1.1171296) * log_v_k_nu) * (-0.013580494))) ^ 1 / (((-0.77444583) * log_v_k_nu)))),-3.4028235e+38,13
0,24,1 / (((abs(((-0.0056449701) * 2.0892675)) ^ (0.94021201 + (0.63198137 * log_v_k_nu))) - (1 / ((1.7858158 * log_v_k_nu)) / (0.96544349 * log_v_k_nu)))),-74.2121,13
0,25,(abs(((-0.59381825) * log_v_k_nu)) ^ 1.2645727),-1.0250818,3
0,26,1 / ((0.036555439 * log_v_k_nu)),-3.4028235e+38,2
