dummy,evals,expr,fitness,length
0,1,(abs((1 / (((-0.12080709) * log_v_k_nu)) + (((-0.15837675) * log_v_k_nu) / 0.69767767))) ^ 1 / ((-1.6570605))),-2.1871974,9
0,2,(((((-0.60732448) * log_v_k_nu) * (0.62475586 * log_v_k_nu)) - ((-0.53444844) + (-0.8626495))) * ((0.066789582 * log_v_k_nu) * (-0.1628318))),-3.2819734,11
0,3,(((1.8699061 + (-0.466429)) * 1 / ((-0.76281697))) * (abs(((-0.39366588) * log_v_k_nu)) ^ (-1.0324241))),-3.4028235e+38,10
0,4,((abs((((-0.006897226) * log_v_k_nu) - 0.926732)) ^ 1 / ((-1.1833249))) * (((-1.8253981) * log_v_k_nu) / ((-1.341175) * log_v_k_nu))),-3.4028235e+38,10
0,5,(abs(1 / ((-1.7884417))) ^ (-1.0094229)),-0.06317932,4
0,6,(1.5439607 * 1.1646677),-0.06317933,3
0,7,((1 / ((0.57246542 * log_v_k_nu)) / 1.4577199) - ((-0.11449374) + 0.66321379)),-3.4028235e+38,8
0,8,(((-1.8683517) * log_v_k_nu) / ((-2.0032828) * log_v_k_nu)),-3.4028235e+38,3
0,9,((abs((((-0.82351285) * log_v_k_nu) / ((-0.077160411) * log_v_k_nu))) ^ 1 / ((0.034066033 * log_v_k_nu))) + (1 / (((-2.1327229) * log_v_k_nu)) / ((-0.47230583) - (-0.79068971)))),-3.4028235e+38,13
0,10,(1 / ((0.64329743 * log_v_k_nu)) / (1.0118852 * log_v_k_nu)),-3.4028235e+38,4
0,11,(((0.025488766 * log_v_k_nu) - 1.050818) - 1 / ((-0.35616645))),-0.06279027,6
0,12,1 / (((1 / ((-0.52401471)) / 1 / (((-1.3446701) * log_v_k_nu))) - 1 / (((-1.0896363) * log_v_k_nu)))),-2.56458,9
0,13,1 / ((((0.15445569 - (-0.31364262)) + 1.5921541) * ((0.071259946 * log_v_k_nu) / (-1.1280936)))),-3.4028235e+38,10
0,14,((((0.61410069 * log_v_k_nu) + ((-0.14555252) * log_v_k_nu)) - (((-0.12038057) * log_v_k_nu) - (1.326372 * log_v_k_nu))) * (1 / (0.35466263) - 0.72112018)),-31.89838,12
0,15,((((1.126687 * log_v_k_nu) + ((-0.40474069) * log_v_k_nu)) / ((0.92182249 * log_v_k_nu) + (-0.38266921))) * (1 / (1.0901784) * 0.53073883)),-3015.5242,12
0,16,1 / ((abs((abs(1.333667) ^ ((-0.26155621) * log_v_k_nu))) ^ (1.186251 * log_v_k_nu))),-0.38950646,6
0,17,(((abs((0.82309169 * log_v_k_nu)) ^ (-0.05338392)) / ((0.45856395 * log_v_k_nu) / ((-0.27821454) * log_v_k_nu))) / 1 / (1 / (0.077778183))),-3.4028235e+38,11
0,18,((abs((((-1.7046856) * log_v_k_nu) * 0.22238927)) ^ 1.1595993) / ((1.1556113 * log_v_k_nu) - (-0.77985412))),-2.6098218,9
0,19,((abs(1 / ((0.92863744 * log_v_k_nu))) ^ 0.62230617) * ((0.52480036 * log_v_k_nu) / ((-0.51421094) * log_v_k_nu))),-3.4028235e+38,8
0,20,1 / ((0.43654591 * log_v_k_nu)),-3.4028235e+38,2
0,21,(((0.046250928 * log_v_k_nu) + 3.1879168) * 0.55109906),-0.062790275,5
0,22,(abs(((1.0817938 + (-1.1940095)) / (0.51300299 * log_v_k_nu))) ^ ((-1.3867224) / 2.6080272)),-1.6409043,9
0,23,((((-0.98681289) * log_v_k_nu) * ((-3.2893734) * log_v_k_nu)) + ((-1.0936059) * log_v_k_nu)),-106.16292,5
0,24,1 / (((((-0.39928895) * log_v_k_nu) + (1.1063902 * log_v_k_nu)) - 1 / (((-1.5474515) * log_v_k_nu)))),-1.4836538,7
0,25,(1 / ((0.28937861 - (0.4540135 * log_v_k_nu))) + ((-0.14323403) / (1.7020952 * log_v_k_nu))),-3.4028235e+38,8
0,26,(abs(((((-0.31699651) * log_v_k_nu) - (-0.22259988)) - 1 / ((-9.387022)))) ^ ((0.61227232 * log_v_k_nu) + ((-0.82543314) * log_v_k_nu))),-0.0867019,10
0,27,(abs(1 / ((1 / (0.15921536) + ((-0.55733883) * log_v_k_nu)))) ^ (((0.21560213 * log_v_k_nu) + ((-1.0712016) * log_v_k_nu)) / (((-1.1978086) * log_v_k_nu) * (-1.2647935)))),-3.4028235e+38,13
0,28,((((0.6348713 * log_v_k_nu) * (-0.43522274)) / 0.79142874) * (0.11447564 * 0.1650248)),-3.3355153,9
0,29,(abs(((abs(((-0.65303731) * log_v_k_nu)) ^ ((-1.4170787) * log_v_k_nu)) / 1 / (0.28272524))) ^ 1 / (1 / (0.29519972))),-1.4293605,10
0,30,(0.99108338 * 1.8143777),-0.06317927,3
0,31,1 / (((abs((((-0.21057262) * log_v_k_nu) * 0.44216281)) ^ (1.3723533 * log_v_k_nu)) - (abs(0.81839681) ^ ((-0.50426757) * log_v_k_nu)))),-3.4028235e+38,10
0,32,((abs(((-0.29645479) - (-1.2899619))) ^ (0.15197097 * log_v_k_nu)) + (0.76087773 + (0.024255812 * log_v_k_nu))),-0.06279351,9
0,33,(1 / ((-3.8398044)) * (-6.9047365)),-0.063179314,4
0,34,((-1.977369) / ((-0.93021595) * log_v_k_nu)),-3.4028235e+38,3
0,35,(abs(1 / (1 / ((1.5962183 * log_v_k_nu)))) ^ (0.20818014 - (-0.88228238))),-3.2580616,7
0,36,(((((-1.8001807) * log_v_k_nu) / ((-0.6671657) * log_v_k_nu)) - 0.76165617) + (((-1.3639392) * log_v_k_nu) - 0.42795041)),-3.4028235e+38,9
0,37,1 / (((1 / ((2.2491021 * log_v_k_nu)) - 1 / (1.4110281)) * ((0.88733828 * log_v_k_nu) * (-0.89749157)))),-3.4028235e+38,10
0,38,((1 / (0.033106271) + (abs(((-1.4250909) * log_v_k_nu)) ^ (0.5702554 * log_v_k_nu))) / (abs(1 / ((1.6031905 * log_v_k_nu))) ^ ((-0.55082685) * log_v_k_nu))),-298.29935,11
0,39,1 / ((1 / (30.270142) + (-1407.2988))),-3.2992566,5
0,40,(((-1.236104) - (0.017933547 * log_v_k_nu)) / (-0.70358795)),-0.062790275,5
0,41,(1 / ((1 / (((-0.002561901) * log_v_k_nu)) - 1 / (0.23132963))) + (1 / (((-0.39809775) * log_v_k_nu)) * (1.861078 - 0.12387633))),-3.4028235e+38,13
0,42,1 / (1 / ((1.0076629 * log_v_k_nu))),-0.66727155,3
0,43,(abs(((abs((2.3720529 * log_v_k_nu)) ^ (1.1710835 * log_v_k_nu)) + (-0.23238967))) ^ (((-1.3249847) * log_v_k_nu) * 0.98727423)),-2.7651603,9
0,44,(abs((((1.215819 * log_v_k_nu) * ((-1.264939) * log_v_k_nu)) / 1 / ((0.49954134 * log_v_k_nu)))) ^ ((0.58741164 * (0.89024436 * log_v_k_nu)) * 1 / ((-0.7838701)))),-2.0101917,13
0,45,(((0.025488496 * log_v_k_nu) + (-0.30849475)) - ((-2.079921) * 0.99299717)),-0.062790275,7
0,46,1 / ((abs(((2.0390728 - (1.2087395 * log_v_k_nu)) / (abs(((-0.93069273) * log_v_k_nu)) ^ 1.5963593))) ^ (1 / ((-0.76286864)) - ((-0.44726947) * log_v_k_nu)))),-3.4028235e+38,13
0,47,((((-0.35403156) / (0.68929547 * log_v_k_nu)) / ((-0.16360176) * (-0.71286088))) * (abs(1.482048) ^ (-2.0816317))),-3.4028235e+38,11
