generation,individual_index,expression,fitness,nodes
0,0,(1/((x0) / (14.537253714293886))) + ((x1) - (x0)),-0.07170146741311764,8
0,1,1/((x1) + (-29.053230089432784)),-0.2512604276136303,4
0,2,(((x0) - (x1)) * ((0.9797152386942394) / (x1))) - ((x0) - (139.163551131165)),-25533.09845147426,11
0,3,((x1) / (abs(x0)**(0.20264084161464546))) / (1/((-0.5407891263384653) - (x0))),-756193373.3972139,10
0,4,1/((1/(x1)) + ((x1) - (x1))),-44688.330823849145,7
0,5,abs((x0) - (x0))**((0.9142739051712492) - ((-0.13188090765007265) / (x1))),-0.3068868325690608,9
0,6,abs(1/(x0))**(abs(0.7951655057420381)**((-6.388175633302934) * (-1.276651134076254))),-0.005465980182388738,8
0,7,1/(((x1) + (-32.167683626942846)) * ((x0) - (31.605145527015193))),-0.23683834274573318,8
0,8,(1/(x1)) - (((x0) / (-19.37149541978132)) - ((x0) * (x0))),-9238729007.514471,10
0,9,((x1) - ((-0.8479669486391744) + (x1))) / ((x1) * ((-0.05272481381782724) / (-0.9038960269552408))),-0.071701467413117,11
0,10,abs((x1) - ((x1) + (x1)))**(1/(1/(-0.15423520677866095))),-0.005465980182771868,9
0,11,((1/(x1)) + (-69.64372495451802)) + (((x0) / (x1)) * ((-68.48306242042152) + (x0))),-25611.285223763432,12
0,12,1/(abs(-32.09871046382361)**(1/(x1))),-0.20560163598527292,5
0,13,abs((x0) / ((-0.2693926077552393) / (-0.5387641400623204)))**((x0) / (abs(x1)**(x0))),-0.24603103146408842,11
0,14,(abs((-1.1904038001586645) / (x0))**(0.10821316729960342)) - ((0.00041964115768747495) * (x1)),-0.006744697381166939,9
0,15,1/(1/(x0)),-44688.330823849145,3
0,16,((-226.88725991512572) + ((x1) - (230.6504867417824))) * (((x0) * (8.671849529528705e-05)) + (1/(-88.46958385186795))),-5.826840298173338,12
0,17,((3.748133513938292) + (1/(2.882612470299257))) * (1/(7.719834632571388)),-0.025533075736862684,7
0,18,1/(1/((14.537255031272448) / (x1))),-0.07170146741312182,5
0,19,1/(abs(x1)**(0.1542354871480668)),-0.005465980182382898,4
0,20,(((x1) - (224.65944322304045)) / (x0)) * (((x1) + (x0)) + (-39.11387155949118)),-61255.68939718522,11
0,21,(((1.5793745631954639) + (x1)) / (x1)) / (abs(abs(1.8017993419913745)**(x1))**(1/(x0))),-0.022063227207713077,12
0,22,(abs(1/(0.08734441538880544))**(-0.5444153361034445)) / ((-0.6525672703521126) - ((x1) * (x0))),-0.3073170612923949,10
0,23,((1/(x0)) - (-0.5063438156324593)) + (abs(0.2125012342731254)**((x1) + (x1))),-0.01925941006014647,10
0,24,((abs(-0.007146950740101517)**(-0.15180270560200967)) * (x1)) * (abs(x0)**(-1.3473158957261238)),-0.003311447210257164,9
0,25,((1/(x1)) * ((1.191554109892452) / (-0.00044442016126089445))) + (((x1) + (x1)) + (x1)),-394826.1407989681,12
0,26,(((-1.0885390864780768) / (x0)) / (x1)) + (((1.3252743234434405) / (x0)) * (1/(0.08989629462007163))),-0.07145795980478419,12
0,27,1/((1/(x0)) * (x0)),-0.2460310314640884,5
0,28,((x1) / (1/(x0))) / (1/(1/(x0))),-44688.330823849145,8
0,29,1/(((x0) + (-0.3426587717570089)) / ((x0) - (x0))),-0.3068868325690608,8
0,30,1/(1/((x1) / (x1))),-0.2460310314640884,5
0,31,1/((1/(14.537252400012711)) * (x0)),-0.07170146741311734,5
0,32,((1/(x0)) - (-16.79731688849639)) / (((x1) + (0.6486997486638757)) - (-0.6913195092111283)),-0.06847192254052525,10
0,33,((x1) / (x1)) + ((x0) + (x0)),-179518.14318683255,7
0,34,abs(1/(1/(0.5340014987388682)))**(1/(abs(x1)**(x1))),-0.2460310314640884,8
0,35,abs(((x1) - (x0)) / (abs(x1)**(x0)))**(abs(0.3913380415482237)**(-0.5478204295289206)),-0.3068868325690608,11
0,36,1/((x1) * (x1)),-0.3052657242160534,4
0,37,(((x1) - (126.36061296651988)) - (125.38472703911188)) + (1/((x0) / (4480.358149312245))),-15356.422428520073,10
0,38,1/((0.5287504056937613) / (abs(0.01589314889621707)**(x0))),-0.3068868325690608,6
0,39,((x0) - (x1)) - ((-0.7234948870251257) / ((1.336459811618985) * (1.0205962637270114))),-0.025533074885430388,9
0,40,((x1) + (1/(0.13066270219339104))) - ((x1) * ((x1) + (x0))),-36868145352.316124,10
0,41,((x0) + (x0)) * ((x1) - (1/(x1))),-36946601988.08347,8
0,42,1/(((x0) + (-14.913243893067461)) * (x1)),-0.19215986680955532,6
0,43,((1/(-1.2266831577297952)) - ((-278.61197937504755) - (x1))) - ((x1) + ((x1) + (x0))),-102215.18795666976,12
0,44,(1/(abs(x0)**(2.138431308373149))) / ((1/(x0)) - (x1)),-0.30695297302202346,9
0,45,(((x1) * (x1)) - ((515.818519369875) * (x1))) + ((13357.278688460741) + (13358.29055843273)),-425548408.71033525,11
0,46,(1/(1/(x1))) - (((x0) + (x1)) * (1/(-12.7943236838061))),-59770.612459528944,10
0,47,1/(abs((x1) / (x1))**(abs(-0.38267649380300184)**(x1))),-0.2460310314640884,8
