generation,individual_index,expression,fitness,nodes
0,0,abs(1/(abs(x0)**(x0)))**(((x0) / (23.237929095574067)) + ((x0) * (x0))),-2.238551118186005,12
0,1,(1/((0.6058263055127702) + (-0.1416073317093861))) - ((1/(1.0995440179001972)) + (-0.5533231211017469)),-0.06301759103812538,9
0,2,((x0) - (x0)) - ((x0) / (-1.1065146974530065)),-0.6386775021098591,7
0,3,((x0) * (x0)) / ((-9.495442047754853) - (1/(x0))),-4.63385430890462,8
0,4,((2.1078892475868622) - (-0.6859570762801266)) - ((x0) - (0.6311484065470749)),-0.699085265951458,7
0,5,(abs(x0)**(x0)) + ((abs(0.5691335093911541)**(x0)) + (-4.293982407254877)),-99.30254620369641,9
0,6,1/(((0.08098562311163965) + (x0)) / ((x0) / (0.5160377797408455))),-0.037310087608470315,8
0,7,((1.1916888813296989) - (x0)) + ((abs(x0)**(0.6766924924608716)) / (0.6034145394580115)),-0.033685308178950296,9
0,8,abs(((x0) + (0.7987515121208095)) * (x0))**(1/(x0)),-0.40702685891442286,8
0,9,(1/(9.420283578013539)) / ((abs(x0)**(x0)) - (x0)),-31663284.099140756,8
0,10,(abs(1.0125720880801379)**(x0)) / (1/(1.7617561736715641)),-0.0626834126910064,6
0,11,abs((x0) - ((-3.001810069606349) + (-1.6555320449650108)))**((0.3440143745538914) / (1.1060116132846605)),-0.06492890964003976,9
0,12,((x0) + ((-24.45568885984039) * (-5.261260337959148))) - (1/(abs(0.11232913421737023)**(x0))),-71481.8023948962,10
0,13,((abs(-0.27122004335317357)**(-0.16680721895734466)) / (abs(x0)**(x0))) * ((2.043160586461793) * (x0)),-0.4339677475853094,11
0,14,1/(abs(abs(x0)**(x0))**((x0) * (x0))),-2.232497647258259,8
0,15,((-0.19125754717806193) + (-0.6706817380903602)) * ((x0) - ((2.048494611211637) * (x0))),-0.6386775021098049,9
0,16,1/(1/(x0)),-0.6688241748187845,3
0,17,((x0) - (x0)) - ((x0) * (x0)),-32.400942373536246,7
0,18,((x0) * (0.6124036195164216)) + (abs((2.6035785990985585) - (x0))**(x0)),-0.04195809431596509,9
0,19,1/((abs(x0)**(12.999643521369581)) - (1/(x0))),-21.192970860444635,7
0,20,1/((0.2533270320055462) - (x0)),-69.93394772645112,4
0,21,((x0) + (x0)) / (((x0) * (1.0182027215059586)) + (abs(0.00803010443990549)**(0.46354600495933607))),-0.038125217754271835,11
0,22,(abs(x0)**(0.059623922398315016)) * ((1/(-0.4861881865041004)) * (-0.8599824906845691)),-0.050933129037767894,8
0,23,((0.6402328403888911) * (0.1166133440608509)) / (1/(abs(x0)**(x0))),-2.556331495491024,8
0,24,(1/((1.1695853869666721) - (x0))) / ((0.07033978310608505) + (0.6296479848492493)),-1239.37552441835,8
