generation,individual_index,expression,fitness,nodes
0,0,abs(((x0) * (-20.09380474365727)) - (x0))**(1/(6.053887243809188)),-0.06728643946888986,8
0,1,((1.4939337783102598) + (x0)) * (abs((-2.5802744444224857) / (-0.1923548032487781))**((x0) * (-0.12307714087910228))),-0.04309105297751481,11
0,2,(((x0) / (-1.7541659355732553)) / (abs(-0.6672276705942773)**(-0.03884202401899543))) / ((0.41582965741356703) / (-0.6696601269102678)),-0.6386775021100062,11
0,3,(abs((-0.6774303421125609) / (-0.786073604003175))**((x0) + (0.58000712090975))) + (abs(x0)**(0.1991807082572897)),-0.04432233692733063,11
0,4,1/((1/(0.07465966780098632)) / (abs(x0)**(x0))),-2.556331495490989,7
0,5,abs((-0.3223698833508556) - ((x0) * (x0)))**(1/(-20.394370589338642)),-0.7779233795635043,8
0,6,abs((abs(0.6876729028254326)**(x0)) * (x0))**(((-1.9597065089918904) * (x0)) * (x0)),-0.08759016189119212,11
0,7,((x0) - ((0.3272007173015608) - (0.6078183292079306))) - ((-0.17946426203659896) / (-1.6375879665013366)),-0.6395738210323128,9
0,8,((1/(-956.0648428022589)) / (abs(-17.321900964638075)**(x0))) / (1/(abs(x0)**(x0))),-3.296050361245126,11
0,9,((abs(-0.923306839435274)**(0.4820644620030634)) - (0.19831376859510316)) + (abs(-1.0207194050761723)**(x0)),-0.06270298157594834,9
0,10,1/((1/(1.6396054526743544)) / ((x0) / (1.814248470266508))),-0.6386775021109639,7
0,11,((0.3856135970090868) * ((x0) - (x0))) + (((x0) / (1.6899486282966498)) * (1.5272747331407242)),-0.6386775021185699,11
0,12,abs(((0.6832083401974416) * (x0)) - (x0))**((x0) - (-0.10901272238206922)),-2.0565505067122487,9
0,13,1/((abs(x0)**(-0.003530595959996996)) / ((-0.6159591995306775) + (x0))),-1.2527237022872284,8
0,14,((x0) - (-7.985866582533052)) * (((0.427965863508026) + (-0.3457517786987078)) / (1/(x0))),-0.7873188079173713,10
0,15,((0.012269095594572302) * ((x0) + (x0))) - ((-0.9625250357424731) + (-0.7955627853296795)),-0.06265251369819437,9
0,16,(((-1.7628516542658275) - (x0)) / (-1.3511714460051942)) - (((x0) * (0.21812203763579055)) * (x0)),-0.041923471159101555,11
0,17,(((0.3681278545628362) - (x0)) / ((-0.3615386633782976) + (x0))) - (1/(1/(x0))),-20.258491074625674,11
0,18,(abs(x0)**(x0)) / (((-11.376606897795217) * (x0)) - ((-2.2582319277194927) + (x0))),-4.328899817584791,11
0,19,((x0) * (1/(-5.842372765116672))) * (abs((x0) + (x0))**((x0) * (-4.260318729748672))),-3.338228403563288,12
0,20,1/((-0.28150354967881897) / (-0.5061464760285148)),-0.06301759103812817,4
0,21,((abs(x0)**(x0)) + (x0)) * (1/(7.231572904738331)),-2.896650524036231,8
0,22,abs(1/(-0.9247196853131511))**((x0) + (5.815344024946757)),-0.07190223263575662,6
0,23,1/(1/(abs(-0.5266560377441674)**(-0.9149627667528378))),-0.06301759103812582,5
0,24,1/(((0.37493992645676394) / (x0)) - (x0)),-26.156790211545957,6
0,25,(((x0) * (x0)) + ((-1.4387487659102975) * (1.523483139491474))) + (1/(1.3577131072335)),-7.095049082153641,10
0,26,(1/(1/(x0))) + (((x0) * (0.5003621458347417)) * (-0.19238306779295009)),-0.638677502109841,9
0,27,abs(1/(x0))**((1/(-1.1575448386626526)) + (x0)),-1.5331845703519804,7
0,28,(((-0.43108689832700303) - (x0)) + ((2.8754443473798275) * (1.268523530489505))) * (abs(x0)**(x0)),-11.823209580291957,11
0,29,((0.1873322188912804) + (abs(-0.5322362750140769)**(x0))) * ((x0) + (x0)),-0.18687108349985881,9
0,30,1/((abs(-0.003982241694428928)**(-2.5986495208630873)) * (-1.3165215562585888)),-3.2958629107403774,6
0,31,1/((x0) - ((-0.3522706686883246) * (0.8521578594567943))),-1.6725629776218063,6
0,32,((x0) + (x0)) / ((-19.023856912523733) - (x0)),-3.885493849067789,7
0,33,((x0) - (x0)) - ((x0) - ((x0) + (1.7980110336239883))),-0.06301759103812485,9
0,34,1/((-11.433115163699142) * (1/(x0))),-3.8350829895134306,5
0,35,((1.5440803446124762) * (x0)) * (abs(-0.9216105351461961)**(abs(x0)**(x0))),-0.38301806955408024,9
0,36,(((x0) - (x0)) / (1/(0.09441969263856742))) - (abs(5.796065746164784)**((-14.386594046563678) * (x0))),-3.30990634284369,12
0,37,((-50.794107115413254) + (x0)) / (((x0) + (1.4376120780796375)) * ((-5.81331762635969) * (1.7290566306389692))),-0.4355679407726105,11
0,38,((x0) * (0.7114857623901634)) + ((1.7426791201769403) / (abs(-2.374969031945669)**(x0))),-0.1748398554926722,9
0,39,abs(abs(-1.7485094584177892)**(x0))**((0.6623159248223915) + (-0.18333633963772647)),-0.217754545143738,7
0,40,abs(abs((0.4552340506517571) * (2.829638834327654))**(x0))**(((x0) + (x0)) * (0.17338537985666028)),-0.39196512098800973,11
0,41,1/(1/(abs(x0)**(0.6242219164514828))),-0.4512319131718197,5
0,42,abs(1/(1/(-1.014782210878933)))**(abs(x0)**(x0)),-0.6117445452257009,7
0,43,abs(((2367.7949943797707) * (x0)) - (x0))**((1/(-258.6518095787351)) * (x0)),-0.7852992440581033,10
0,44,1/((x0) - (1/(-3.3100055743572474))),-1.6725758188691173,5
0,45,1/((0.04620931744733962) - (-0.5099605043030941)),-0.06301759103898193,4
0,46,1/(abs(1.7415983131483028)**(-1.0574544330189033)),-0.06301759104994728,4
0,47,abs(abs((x0) + (1.4663304490109745))**((x0) / (x0)))**(abs(-0.2096705485676832)**(1/(x0))),-0.298157231086472,12
0,48,((abs(0.8137120127018029)**(-0.6046207227341898)) * (1.256523086903751)) - ((-0.2753998819676084) - (0.09929352900829726)),-0.06301759103824398,9
0,49,1/(1/(1/(0.5561701009337151))),-0.06301759103812514,4
0,50,1/((1.9902079908949797) + ((x0) * ((x0) + (-2.5353976933398013)))),-0.5638331534423472,8
0,51,(abs(x0)**((abs(x0)**(x0)) / ((2.2002396723639803) + (x0)))) + (x0),-894579682826.9537,11
0,52,abs((x0) - (-1.4661826618922027))**(abs((0.0691412586877453) / (-0.6800919885794726))**(1/((x0) / (0.6834103176569443)))),-0.29815723683753165,12
0,53,1/(1/(x0)),-0.6688241748187845,3
0,54,abs((x0) - (-4.162511104848989))**(abs(3.263343037156162)**(-0.9279489148530117)),-0.06520852671353133,7
0,55,1/((((0.43253271240000946) - (0.9340289720558457)) * (3.5193139826603645)) / (abs(-3.1456567704684426)**(-6.774543406892732))),-3.2967270085358207,10
0,56,((x0) + ((1/(1.1950870557773583)) + (-37.753463340527176))) + (abs((x0) + (x0))**(x0)),-10295.891813735156,12
0,57,abs(abs(0.697874228544118)**(0.6625879147410226))**((abs(1.018826390998746)**(x0)) / (-0.41883161421360854)),-0.06272513210942302,9
0,58,1/((1/(1.7617540274727066)) * (1/(abs(1.0125726593775028)**(x0)))),-0.06268341269148764,8
0,59,((abs(abs(x0)**(x0))**(1/(x0))) - (-1.7924861949038255)) - (x0),-0.08202586306889294,10
0,60,((x0) * (((-0.697942958302179) / (-0.800562724516411)) * (1/(0.8509348627303348)))) - ((x0) - (1.7580874471553292)),-0.06265251369819708,12
0,61,1/(abs(0.7651857534338327)**(x0)),-0.21775454514124523,4
0,62,(abs((abs(x0)**(x0)) * (abs(-4.833821562876391)**(2.4014963394014526)))**(-0.002355050250847715)) / (0.5519583264926209),-0.06284334741151754,11
0,63,((((31.501637128023635) / (-47.99010478392317)) / ((-34.94036691457526) * (44.72445484417753))) - (x0)) / (481.96553651017234),-3.3080731160245542,11
0,64,((x0) * (-0.9021469730663174)) / (1/((x0) - (x0))),-3.2958613259668508,8
0,65,abs((x0) - (2.7329298604688144))**((1/(abs(x0)**(-0.9014957960532346))) + (x0)),-1.3398990556918347,10
0,66,1/(abs(0.5922037523894238)**(abs((x0) + (0.2532804028157438))**(0.16212819561670228))),-0.05998780674068073,8
0,67,abs((x0) + ((1.1686949357077285) + (-0.5407305044101578)))**(((-4.290719493301847) * (1/(-1.6455975926074957))) - (x0)),-0.21064908628726994,12
0,68,(abs(1/(1/(1.0125973847985201)))**(-0.3941936690753143)) + ((0.6072912170028026) * (1/(abs(-2.2697605538375627)**(-0.34069981805023863)))),-0.06301759103852354,12
0,69,1/((-8.528003884145633) + ((x0) * (2.160441058673057))),-4.198831428331799,6
0,70,((0.9036735537661443) + (x0)) + (1/(-1.3649152671808542)),-0.639573821032194,6
0,71,((2.1445563169186648) - (1/((-1.7165976903228986) * (-1.7004231397812104)))) * (abs(-1.0014816266745228)**(x0)),-0.0630116821996805,10
0,72,((x0) / (-2.7826052971023856)) + ((1.236421736040047) - ((-1.1405250725192593) + ((x0) + (-1.4831957371833346)))),-1.2462368652197406,11
0,73,(abs(abs((x0) * (x0))**((2.3018324477274583) + (x0)))**(0.005736167314391876)) + (0.7828283974437147),-0.05394165303567038,11
0,74,1/(abs(x0)**(x0)),-1.7698256660524216,4
0,75,1/(1/((1.7580875037260646) - ((-0.024538375128632883) * (x0)))),-0.06265251369819187,7
0,76,((2.5336801588216775) + ((x0) * ((0.04939568398447692) - (0.014032861522670232)))) * (abs(-0.5910428728378219)**(0.6949392753792515)),-0.06265251369864927,11
0,77,((abs(x0)**(x0)) - (x0)) - ((x0) - (-0.6003935983996607)),-82.60538969486187,9
0,78,((2.9252475294674865) - (x0)) - (1/((-0.4536707065206552) - (x0))),-1.3261064272350518,8
0,79,((((1.2741193579171868) + (-0.33098199286558017)) - (x0)) + (1.0717496223660332)) + (1/(0.709165302233992)),-0.6990852659519573,10
0,80,1/((-0.24402542582759154) - (-0.8001955041554377)),-0.0630175910381339,4
0,81,1/(abs((-3.867288669463677) - ((-1.7180918299548922) + (-1.384011282909025)))**(x0)),-0.2177545451403983,8
0,82,((-0.0005662147905544965) / (-0.9978500960305838)) / ((-1.1299196177377657) + (x0)),-3.2956223678201897,7
0,83,(1/(0.2665513312124028)) * (1/(((0.9251627120831535) + (0.5168168421668221)) + ((0.44470590766754897) + (0.19985463861300462)))),-0.06301759103817114,11
0,84,((((x0) * (x0)) / ((x0) - (-20.140041799646152))) * (x0)) + (1.5033721039616403),-0.20970626023725716,11
0,85,(abs(x0)**(x0)) - ((x0) * (x0)),-65.35919964367811,7
0,86,(((abs(0.15345717050913538)**(-1.009745254485311)) + (x0)) * (x0)) / (1/(0.0925754749209837)),-0.8146533454851654,10
0,87,((0.5470202204654546) * (0.43425768568067585)) * (abs(abs((x0) + (5.993851596048023))**(1/(x0)))**(x0)),-0.08696248220371298,12
0,88,((3.086782931721926) / (((x0) / (4.232892065522188)) - (-2.125794401259892))) * (1/(0.7001203691931631)),-0.08961239163661879,10
0,89,abs((x0) - (1.3217025821242598))**((x0) + ((-0.9893058178904932) - (0.5521267809937027))),-0.5251743799681516,9
0,90,((1.9334739992263854) * (x0)) * (abs(x0)**((x0) / (-2.058348624386872))),-0.10859498191312246,9
0,91,((0.7007772080273568) - (-1.0423505486391635)) - ((0.43392566757693496) - (1/(2.0457886273592014))),-0.063017591038133,8
0,92,abs(1/(0.5529255006376955))**(abs(((-0.7462286310752531) + (x0)) * ((-0.4725707934355425) - (x0)))**(-0.019379279602092188)),-0.06149916335334124,12
0,93,1/(1/(abs(1.3068725378582469)**(x0))),-0.21775454514040118,5
0,94,1/((-12.501319863636269) - (11.818396681399056)),-3.4454165641216514,4
0,95,(1/(abs(-0.9154234673202198)**(-0.3805014574091471))) - ((1.0645221788943244) * (-0.7807031626483415)),-0.06301759103842852,8
0,96,(1/(0.951592139293085)) + ((-0.2813298659901445) + (abs(1/(x0))**((0.4203238653047134) + (-0.5170373371733641)))),-0.04985094562904079,11
0,97,1/(1/(1.7980110438423087)),-0.06301759103812463,3
0,98,(1/((2.605589174801728) / (x0))) * ((0.49014990744379483) * (((x0) + (0.8978467717886387)) + (1.0331450668974838))),-1.0211260838074607,12
0,99,(1/(125.91926471787106)) / ((x0) - (2.372389863596184)),-3.353376676840933,6
1,0,((x0) - (x0)) / (abs(0.47365093316112716)**(-0.5642084514328061)),-3.2958613259668508,7
1,1,((0.02453902006237032) * ((x0) + (1/(0.7774202310717393)))) - ((-0.9467410961826859) + (-0.7797788457698923)),-0.06265251370190388,10
1,2,(1/((1.1413870398398778) * (1/(x0)))) + (((x0) / (4.266168678753885)) * (0.11779610675894192)),-0.638677502109805,11
1,3,((abs(-9.166299830078397e-09)**(x0)) / (-3.3074967144973932)) * (1/(3.0208277919219713)),-3.297007500352464,8
1,4,((2.326919296636894) + (abs(-1.2940916451957534)**(-0.18996206955795783))) * (abs(-0.5384502517467521)**(0.9706578414130043)),-0.06301759103812464,9
1,5,1/(1/(1/((0.5666503346575101) - ((0.006416432399539048) * (x0))))),-0.0627091739784686,8
1,6,1/((-0.20431051653762325) / (-0.36735252671086727)),-0.06301759103816215,4
1,7,1.7980110426978513,-0.06301759103812465,1
1,8,1.798011042083011,-0.06301759103812465,1
1,9,1/((x0) - ((-0.3522706686883246) * (0.8521578594567943))),-1.6725629776218063,6
1,10,1/(1/((0.17102343902894332) + (x0))),-0.6395738210474743,5
1,11,abs(1/(-0.9037610054222783))**(((-0.014436667496465626) / (abs(0.691839634122436)**(x0))) + (5.824993283819236)),-0.06301402931377648,10
1,12,1/(0.5561703526679665),-0.06301759103874942,2
1,13,((x0) + (x0)) - (1/(x0)),-inf,6
1,14,((abs(0.8643154353274818)**(-0.5891933543004374)) * (1.205492109380357)) - (-0.484371138665595),-0.06301759103903593,7
1,15,1/(x0),-inf,2
1,16,1/(abs(x0)**(x0)),-1.7698256660524216,4
1,17,1/((-0.24402542582759154) - (-0.8001955041554377)),-0.0630175910381339,4
1,18,((-0.9157293841612246) - (x0)) / ((x0) + (x0)),-inf,7
1,19,((x0) * ((x0) - (x0))) + (((x0) / (1.6899486282966498)) * (1.5272747331407242)),-0.6386775021185699,11
1,20,x0,-0.6688241748187845,1
1,21,abs((x0) - (1.3212113985732612))**((x0) + ((-0.9975706144126156) - (0.5603897162774877))),-0.5218167212836319,9
1,22,x0,-0.6688241748187845,1
1,23,((x0) - (x0)) + (abs(x0)**(x0)),-116.15846460014514,7
1,24,((-0.2791395175311864) - (x0)) - (abs(x0)**(-0.41197578946628366)),-inf,7
1,25,((-0.03488453939624328) / (1.1425387991232085)) + ((0.20155982501887001) + (x0)),-0.639573821032194,7
1,26,((x0) - ((0.3272007173015608) - (0.6078183292079306))) - ((-0.17946426203659896) / (-1.6375879665013366)),-0.6395738210323128,9
1,27,1/((1/(1.6396054526743544)) / ((x0) / (1.814248470266508))),-0.6386775021109639,7
1,28,1.798011037272322,-0.06301759103812474,1
1,29,(((abs(-0.3916486748757707)**(-1.3891689587086038)) + (x0)) * (x0)) / (1/(0.1372059322217954)),-0.9023689989467217,10
1,30,1/(1/((1/(0.8515953857097912)) * (1/(abs(-0.7586358972583696)**(x0))))),-0.23344842495350687,9
1,31,(x0) * (0.9037386865935662),-0.6386775021098048,3
1,32,(abs(1.0217930519387268)**(x0)) + ((0.9584944864340995) * (0.7947029202933008)),-0.06270407247533127,7
1,33,((x0) - (-0.27809178063091466)) / ((x0) - (x0)),-inf,7
1,34,((x0) * (0.33104209985284616)) * (x0),-1.3768291878445855,5
1,35,((1.9378402878179306) * (x0)) / ((0.0809846637276175) + (x0)),-0.037310087607426407,7
1,36,1/((-22.11678685775763) - (x0)),-3.449186630923962,4
1,37,1/(1/((1.8994162955630411) - (0.10140524654175975))),-0.0630175910381246,5
1,38,abs((-0.25018699936110045) * (x0))**((x0) / (-2.1654148723689803)),-0.029548198597694447,7
1,39,((0.01900586253501263) * (x0)) * (abs(x0)**(x0)),-2.815234046507105,7
1,40,1/((1/(1.5489530087181778)) * (1/((abs(1.01050330892292)**(0.2987692915131266)) * (1.157173311840651)))),-0.0630175910381426,10
1,41,abs(1/(-0.07491468901407136))**((0.6763946634186631) + (-0.44999972041756925)),-0.06301759103812714,6
