generation,individual_index,expression,fitness,nodes
0,0,1/(1/(1.7980110374727487)),-0.06301759103812475,3
0,1,abs((x0) + (x0))**((x0) / (3.2995391674548946)),-1.8086873643292325,7
0,2,((x0) - ((x0) + (-0.903738689087298))) / (1/(x0)),-0.6386775021098048,8
0,3,1/((1/(x0)) * ((-1.0129610776285443) * (-1.0923582833823382))),-0.6386775021175132,7
0,4,(1/((10.567492885744938) - (-9.778684677779363))) + (abs(x0)**(x0)),-116.53975835462285,8
0,5,(abs(1.3435965029167558)**(x0)) - (abs(0.010696277803608443)**(1/(x0))),-0.20300744208395183,8
0,6,1/((-10.363024771610172) - ((-5.540766547848329) * (-10.774676997956496))),-3.347390595983012,6
0,7,1/((1/(0.9037386830286229)) / (x0)),-0.638677502109805,5
0,8,((3.057024191686584) + (x0)) * ((0.7785761584901444) + (-0.4024783335538697)),-0.13891157231187787,7
0,9,((x0) - ((-0.8180964936652857) - (-0.6277276340254416))) - ((0.012621943452552227) / (0.6525831502433114)),-0.6395738210321937,9
0,10,abs((1/(x0)) - (-0.8561000515400502))**(((x0) + (0.3097064713510108)) - (0.31230885878260134)),-0.026607839382390242,10
0,11,abs((0.0024853064501088092) + (1.7641207442533742))**(abs(-1.018812166091781)**(x0)),-0.06272513381046003,7
0,12,(1/((-0.045397359800626806) + (x0))) / (1/(x0)),-0.6601013281922341,7
0,13,(1/((-0.32962819425592926) - (x0))) * (abs(-0.14302782305277084)**((3.919937815688066) + (x0))),-3.296057085531496,10
0,14,abs((x0) + ((x0) - (x0)))**(1/(x0)),-0.5950492107330279,8
0,15,((3.020570375277696) / (0.9127150496000669)) / ((1.7073266935388434) + ((0.1388653318395022) / (x0))),-0.03731027484476341,9
0,16,(abs(1/(0.2440139299998101))**(-0.8628379226944614)) + ((0.5292408656016606) - (-0.9726703566994088)),-0.06301759103812582,8
0,17,(abs((-0.7460527966617552) * (0.8808853844501371))**((-0.34240178066217236) + (0.8263555204646069))) + (1/(1.0184737911423296)),-0.06301759103813075,10
0,18,1/(1/((1.2382826535799756) - (-0.5597283967615044))),-0.0630175910381246,5
0,19,abs((x0) * (x0))**(abs(0.40790205679937197)**(1.298494503554834)),-0.4512319131718269,7
0,20,(1/(-8.27209185286859)) / ((abs(x0)**(x0)) + ((x0) * (x0))),-3.44337140205345,10
0,21,(((0.024538275063606035) * (x0)) + ((0.32863066035203486) + (0.3304098903187456))) + (1.0990471179486023),-0.06265251369818813,9
0,22,((1.3342015944642174) / (abs(-0.5273369309850982)**(0.4662301897602415))) + ((x0) - (x0)),-0.06301759103813438,9
0,23,((0.38098376011459406) - (-0.6247889901057802)) - ((x0) - ((x0) + (0.792238298703955))),-0.06301759103812461,9
0,24,abs((0.9690978680549892) - (-0.7975227347146326))**(abs(-1.0188257101913576)**(x0)),-0.06272513211037402,7
0,25,((-18.190904245143525) - (17.95097831905804)) / ((-15.806846543107984) - (abs(x0)**(x0))),-0.19336966354103444,9
0,26,abs(1/(x0))**((x0) * (-0.22612460993456734)),-0.4616924730145805,6
0,27,1/(abs(-0.12021825903146242)**(0.27693930794498384)),-0.06301759103812506,4
0,28,((1/(1.3563396041363343)) - (-0.29634179228952545)) + (1/(abs(-0.5753072691570069)**(-0.48598190393775664))),-0.0630175910383005,9
0,29,((1.758087671658181) - (x0)) + ((x0) * (1.0245382797325615)),-0.06265251369818799,7
0,30,(((-0.7870362272728691) / (-0.609958907554864)) - (x0)) + ((x0) + (0.5077007993752015)),-0.06301759103812461,9
0,31,((-1.201280466127542) - (-0.2111250060665907)) * ((x0) / (-1.095621418384112)),-0.6386775021098049,7
0,32,1/((abs(-0.6100500631962213)**(-0.34869505594148864)) + (-0.6319001398425548)),-0.0630175910393097,6
0,33,((1/(8.130703829060357)) + (x0)) * ((x0) / (1/(x0))),-106.8713188796045,9
0,34,1/((1.8489335525979915) - (x0)),-257.7438037435573,4
0,35,abs(1/((-0.300409682512994) / (x0)))**(1/((x0) / (0.6029494461592197))),-0.02566183392412198,9
0,36,1/(1/((0.9393942638392645) - (-0.8586167958568964))),-0.0630175910381247,5
0,37,1/((-14.561131984775109) + ((-15.284227572211904) - (x0))),-3.4111657745839925,6
0,38,(abs(x0)**((x0) + (0.035249148341765985))) - ((x0) + (-0.6123709222214085)),-109.02922933243525,9
0,39,((3.6841369883134454) / (1/(-3.7041149930784565))) / ((-5.975384401332645) - (x0)),-0.11379084914720147,8
0,40,(1/(1.1065144454698526)) / (1/(x0)),-0.6386775021098238,5
0,41,((x0) + (1/(-8.87857556508604))) + ((x0) * ((-0.6559727391658047) + (0.6067285320655227))),-0.7151288227935242,10
0,42,abs((-0.09364177823933958) + (-1.2105771835879624))**((x0) - (abs(-1.2495018768828803e-06)**(x0))),-0.21678046712539054,9
0,43,((abs(x0)**(x0)) * ((-0.009838878103858731) * (0.26002452623196887))) + (1.812477807131425),-0.06235836510067201,9
0,44,((1.5731331039189222) - (-2.4245634662513136)) * (abs((0.8564331893254058) / (0.26706934258775666))**(-0.6857111591660082)),-0.06301759103812461,9
0,45,(((1.155443809654137) + (2.269550886216374)) - ((x0) + (x0))) + (x0),-0.6990852659514605,9
0,46,(((x0) - (x0)) + (abs(x0)**(x0))) * (0.07465966868450774),-2.5563314954909875,9
0,47,(1/((1.063314822784618) / (x0))) + (1/((-9.752283600063796) - (9.07521174923526))),-0.674343472566129,9
0,48,1/(((0.16451705692128468) + (x0)) - (-0.13567209027915686)),-1.6725629776202413,6
0,49,(abs(-4.714206421232343)**(-0.6865583623993663)) - (((x0) - (3.093509984470965)) / (0.9800187656025199)),-0.7265420763193289,9
0,50,(abs((x0) * ((0.5790956352624462) + (-0.9882086583786255)))**(1/(x0))) * (x0),-1.2756321521168639,10
0,51,1/((1.106514451307706) * (1/(x0))),-0.6386775021098215,5
0,52,abs((0.4742656240144754) * (1/(1/(x0))))**(abs(x0)**(x0)),-2.2249251628615613e+30,9
0,53,1/((-7.875453827396257) + (-5.984061466282786)),-3.560529650735897,4
0,54,((-11.572092600604083) + ((x0) / ((-3.0131008812155873) / (x0)))) / (-6.834784945591567),-0.08728436298634347,9
0,55,((x0) + (-1.4246536021388079)) * ((x0) - (1/(1/(1.424654077993611)))),-2.1700971255901913,9
0,56,1/(abs(((0.8356362102454336) / (0.4733985307445972)) - ((x0) / (x0)))**(x0)),-0.21775454514051773,10
0,57,((x0) * ((x0) + (abs(-0.0071855813293887506)**(-1.2233657509453866)))) * (0.0021276347911490254),-0.6421395482742683,9
0,58,abs((((0.32408430117131465) - (x0)) / (-1.254936913533768)) - (2.7773435707865737))**(x0),-0.3228989601672644,9
0,59,abs(1/(abs(x0)**(x0)))**((x0) + (x0)),-2.2673202756252677,8
0,60,(1/(-0.9795271840752972)) * ((-0.8852366120627061) * (x0)),-0.6386775021098048,6
0,61,(abs(x0)**(abs(x0)**((x0) * (-1.81284944462387)))) + (0.8735090493032336),-0.05959254316238256,9
0,62,((0.022589645309286425) * (x0)) - (1/(-0.5672442084235494)),-0.06265754205708403,6
0,63,((1.2261806350479418) * (1.935521328392545)) - (1/((1.033231971262539) + ((0.47456075483030613) * (x0)))),-0.0634400666970563,10
0,64,((x0) - (-0.23968164268750738)) - (1/((x0) + ((x0) + (10.472671995948799)))),-0.6522349195832651,10
0,65,1/(abs((0.4467360735774784) * (-2.1303868778133928))**(((x0) + (8.53913833875405)) + (x0))),-0.07866549971791349,10
0,66,abs((1/((0.8594502726250248) * (-0.9253189554613873))) / (0.7117782793668289))**(abs(-1.0188265967431493)**(x0)),-0.06272513210935564,10
0,67,((x0) + (x0)) / ((1.282485398321209) / (0.5795158327219118)),-0.6386775021098049,7
0,68,(((x0) + (0.10681905294763298)) + ((-0.4857624334323477) + (x0))) + (-1.0770129635302157),-2.428753955933666,9
0,69,abs((x0) / ((-0.5578197405323981) - ((x0) - (0.9381330425893064))))**(x0),-0.1641998474595484,9
0,70,((-0.7308243077767448) + (x0)) - (1/(-1.1088299230074876)),-0.6395738210322023,6
0,71,(1/(abs((-0.7185375577443024) * (1.5199703811449803))**(x0))) / (1/(x0)),-0.5522010747704252,9
0,72,abs(1/((0.5228839347188684) * (-0.2034988113492238)))**(abs(-2.7887971290676843)**((-0.5282660670470034) + (-0.7782426757294206))),-0.06301759103812496,10
0,73,((x0) * ((-0.005738256735741823) * (1/(-0.23394525308706193)))) + (1.7581272754599941),-0.06265251429876262,8
0,74,(1/(1.0776822085829767)) + ((8.261101826824241) / (((x0) + (6.082122178741687)) + (x0))),-0.10759435918525605,10
0,75,abs(abs(abs(-0.9351521775684006)**(0.10129519302206623))**(2.288669225957781))**(1/(-0.02649371233466656)),-0.06301759103821149,8
0,76,1/((0.11938063427278169) - (abs((x0) + (x0))**((0.8909218253830989) + (-0.21411958467406497)))),-6.533388865086896,10
0,77,1/(((-0.3001515722991182) / (-0.9998738572204575)) + (x0)),-1.672562977619872,6
0,78,((x0) - ((-0.3384647159942056) - (x0))) / (abs(x0)**(x0)),-0.5005879034896492,9
0,79,(((1.12608529904927) + (0.2985958284409859)) - (x0)) * ((1/(0.7019365290937797)) - (x0)),-2.1700971270819016,10
0,80,1/((x0) - (-0.30018926627857623)),-1.672562977620019,4
0,81,((1.4134134346983682) * (1/(abs(-0.7654752252859227)**(-0.07111368417005975)))) + (0.411206898636944),-0.06301759103812464,8
0,82,1/(1/((1.7980110634632507) - ((x0) - (x0)))),-0.06301759103812478,7
0,83,abs(1/(0.9155305076145833))**((x0) - (-4.844372505840051)),-0.07515717800499243,6
0,84,1/(((x0) - ((x0) + (-1.0253988777250407))) * ((x0) - (1.0215056307355979))),-71.04611707238688,10
0,85,abs((-1.2216293670620995) * (x0))**(1/((x0) - (1/(x0)))),-7.921571416857652e+26,9
0,86,(1/(-2.1407798592262686)) * (((2.457279211377346) / (1.1850919304347989)) / (-0.5386889975108751)),-0.06301759103812528,8
0,87,(1/(1/(3.7287503177572954))) - ((x0) + (abs(-0.4191830336312022)**(x0))),-0.40427171771025827,9
0,88,1/(((0.5668746715712021) - ((1.0064611731254587) * (x0))) + (x0)),-0.06270942476068546,8
0,89,((x0) / (1.262148101436724)) - ((x0) - (2.082775705419048)),-0.09817967103008048,7
0,90,((0.2188128748826585) - (-0.7536771588077942)) + ((-0.9249719198695235) / (-1.1204704767339628)),-0.06301759103812463,7
0,91,((0.15006784262205924) - ((0.14570338189523113) - (x0))) + ((x0) / (8.360601739506029)),-0.7905096326968011,9
0,92,((x0) * (((x0) / (-3.5451532297900874)) / (-3.722517038112026))) + (x0),-0.9923860578431402,9
0,93,(((0.7406235533133151) * (x0)) / ((0.018399755267533974) - (1.0403292751229145))) * (-1.2469995145095996),-0.6386775021098084,9
0,94,((1.306779420629013) - (abs((2.0589884993256997) - (x0))**(x0))) * (x0),-2.257469800836813,9
0,95,((x0) * (0.9495631249884494)) * (abs(-0.8903533618460332)**(0.42589201878749644)),-0.638677502109805,7
0,96,1/(abs((0.27173179233317474) - ((x0) + (0.17613394926028447)))**((-0.4263640734425057) / (0.7495055540451108))),-0.5183191597160631,10
0,97,((x0) + (x0)) - ((x0) * (1.0962612974153816)),-0.6386775021098053,7
0,98,1/(1/(1.7980110492434307)),-0.0630175910381246,3
0,99,1/((-0.3331267487892683) / (1/(1/(-0.5989655538862113)))),-0.0630175910381287,6
1,0,(abs(0.21959281220509647)**(-0.9195099939005037)) * ((-0.4524969784242841) / (-1.0144065556410315)),-0.06301759103812467,7
1,1,abs((-1.2944747995552213) * (0.8550833949409572))**((x0) + (3.7569777424961854)),-0.08255797612074571,7
1,2,((x0) * ((x0) + (x0))) * (0.16552104617467747),-1.3768291878445864,7
1,3,abs((-0.8408878857282379) * (1.1770775845780128))**(1/(x0)),-0.7132093105985622,6
1,4,((x0) + (x0)) * ((0.5455893470806128) - (0.0937200022201836)),-0.6386775021098048,7
1,5,abs(abs(1.1295942889795452)**(-1.9648693975462672))**((-0.5241059642519805) - (x0)),-0.1704118697010365,7
1,6,abs(1/((-0.300409682512994) / (x0)))**(1/((x0) / (0.6029494461592197))),-0.02566183392412198,9
1,7,(abs(x0)**(abs(x0)**((0.9438920708224272) * (-3.2557612470206725)))) + (0.8960170136307573),-0.10174104588256318,9
1,8,(-0.7367503338024713) - (1/(-0.39451450631513313)),-0.06301759103824317,4
1,9,1/((-0.2868127255758674) - (-0.8429828369773968)),-0.06301759103812471,4
1,10,((-29.47447150741386) - (1/(-7.693677412539575))) / ((-13.28347517773558) - (abs(x0)**(x0))),-0.2012460164965504,10
1,11,1/(1/(((-0.5009492571490417) + ((-0.17864118302725518) / (x0))) - (-0.8586167958568964))),-inf,9
1,12,abs(abs(abs(-1.4554402534772506)**(0.31186365064523014))**(2.286615244083921))**(1/(1/(x0))),-0.21775454514049739,9
1,13,(0.4114173430837803) + (1.3865936971190163),-0.06301759103812468,3
1,14,(1/(-0.984963917096859)) * ((x0) - (3.3987653198096237)),-0.7181929221189054,6
1,15,abs((((-1.2785353846309704) - (x0)) / (-3.60294864568248)) - (2.313080995413543))**(x0),-0.07589947879509026,9
1,16,1/((abs(-1.0359476330519402)**(-0.13030483654423652)) + (-0.4392385469985037)),-0.06301759103812493,6
1,17,1/(abs((-0.14188563003196206) * (5.39297464998859))**(x0)),-0.21775454514046017,6
1,18,1/((-1.3042200930732895) / (-2.3450059266999417)),-0.0630175910465606,9
1,19,1/((1.1623465304262817) * (0.47848906295334764)),-0.06301759103812497,4
1,20,1.7980110421755848,-0.06301759103812464,1
1,21,1/(1/(x0)),-0.6688241748187845,3
