dummy,evals,expr,fitness,len
0,1,(1 / 0.55611181),-0.06317927,2
0,2,(abs(((1 / log_v_k_nu) + (1 / (-0.67292064)))) ^ (log_v_k_nu - (-1.1220721))),-3.4028235e+38,9
0,6,(((log_v_k_nu / log_v_k_nu) / (1 / (-0.21933454))) + (abs((-0.95132399)) ^ log_v_k_nu)),-3.4028235e+38,10
0,7,((log_v_k_nu / log_v_k_nu) * (1 / (-0.4915835))),-3.4028235e+38,6
0,11,(1 / log_v_k_nu),-3.4028235e+38,2
0,13,((1 / 0.88414723) * (1 / log_v_k_nu)),-3.4028235e+38,5
0,9,(1 / ((1 / log_v_k_nu) * (1 / log_v_k_nu))),-8.953597,6
0,14,((1 / (0.21070433 + 0.57090974)) * ((0.75627875 / log_v_k_nu) + log_v_k_nu)),-3.4028235e+38,10
0,3,(1 / (-1434.7117)),-3.2992072,2
0,20,(((log_v_k_nu - log_v_k_nu) + log_v_k_nu) * (1 / log_v_k_nu)),-3.4028235e+38,8
0,21,((1 / log_v_k_nu) * log_v_k_nu),-3.4028235e+38,4
0,19,((abs(log_v_k_nu) ^ (-2.3474994)) - (log_v_k_nu + log_v_k_nu)),-3.4028235e+38,7
0,8,((abs(log_v_k_nu) ^ log_v_k_nu) / (1 / 0.080569863)),-2.5238535,6
0,23,((-0.55409366) / log_v_k_nu),-3.4028235e+38,3
0,24,(abs((1 / (1 / log_v_k_nu))) ^ (log_v_k_nu + log_v_k_nu)),-293053.7,7
0,5,(1 / (1 / (1 / (((-0.84363949) / (-2.7437)) + log_v_k_nu)))),-1.671443,8
0,25,(1 / (((1 / 0.2226232) / (-0.16157818)) * (log_v_k_nu * log_v_k_nu))),-3.4028235e+38,9
0,15,((1 / (-0.62996554)) + 3.3853488),-0.063179374,4
0,17,(((1 / (-1.3207399)) / (-0.59067029)) * (3.309438 * 0.42388287)),-0.063179314,8
0,27,((1 / log_v_k_nu) + 1.6560436),-3.4028235e+38,4
0,10,(1 / (-1466.3207)),-3.2991533,2
0,30,(1 / ((-0.7659536) / log_v_k_nu)),-16.456776,4
0,31,((log_v_k_nu / (-1.4359794)) + (log_v_k_nu / log_v_k_nu)),-3.4028235e+38,7
0,33,(1 / log_v_k_nu),-3.4028235e+38,2
0,4,(1 / (1 / 1.7981992)),-0.06317929,3
0,28,(1.1795224 / 0.62896425),-0.06913013,3
0,37,((1 / 1.2620934) + (1 / log_v_k_nu)),-3.4028235e+38,5
0,22,(1 / (-1420.4285)),-3.2992332,2
0,36,(((-0.44780326) - (-1.0504169)) / log_v_k_nu),-3.4028235e+38,5
0,39,(log_v_k_nu * log_v_k_nu),-8.953596,3
0,34,(abs(((1 / log_v_k_nu) / log_v_k_nu)) ^ (log_v_k_nu / 1.6267062)),-1.8809322,8
0,26,((1 / 1.1292564) * 1.9858021),-0.06475502,4
0,41,(((log_v_k_nu - log_v_k_nu) + (1 / log_v_k_nu)) - ((-1.1033294) - log_v_k_nu)),-3.4028235e+38,10
0,29,(abs(((abs(log_v_k_nu) ^ log_v_k_nu) + (log_v_k_nu - (-0.89830166)))) ^ (1 / log_v_k_nu)),-3.4028235e+38,10
0,42,(1 / (1 / (((1 / (-1.5430094)) * 1.8682983) * (log_v_k_nu + log_v_k_nu)))),-36.435123,10
0,35,((log_v_k_nu * log_v_k_nu) - (abs(1.9288486) ^ 0.69080448)),-6.925405,7
0,47,(((1 / log_v_k_nu) / 0.67582935) - (1 / 0.3452777)),-3.4028235e+38,7
