dummy,evals,expr,fitness,len
0,1,(log_v_k_nu - log_v_k_nu),-3.2967005,3
0,3,((log_v_k_nu - (-2.1643002)) + (1 / log_v_k_nu)),-3.4028235e+38,6
0,6,(1 / log_v_k_nu),-3.4028235e+38,2
0,2,((1 / log_v_k_nu) + (-1.2419994)),-3.4028235e+38,4
0,4,((1.7981994 + log_v_k_nu) - log_v_k_nu),-0.06317926,5
0,11,(1 / ((log_v_k_nu + log_v_k_nu) + (1 / log_v_k_nu))),-2.4404874,7
0,7,(1 / (log_v_k_nu * 0.26580703)),-3.4028235e+38,4
0,9,((log_v_k_nu - 1.7830973) + (1 / log_v_k_nu)),-3.4028235e+38,6
0,15,((log_v_k_nu + (-2.0087616)) + (1 / log_v_k_nu)),-3.4028235e+38,6
0,12,(abs((0.31026652 - 0.54706663)) ^ (1 / log_v_k_nu)),-2.112902,6
0,20,((1 / log_v_k_nu) / log_v_k_nu),-3.4028235e+38,4
0,21,(log_v_k_nu * log_v_k_nu),-8.953596,3
0,13,(abs(((log_v_k_nu / log_v_k_nu) + log_v_k_nu)) ^ (abs((-0.45541966)) ^ (-0.90885174))),-3.4028235e+38,9
0,19,(((1 / log_v_k_nu) * log_v_k_nu) - (1 / (-0.70302474))),-3.4028235e+38,7
0,5,((1 / (abs(log_v_k_nu) ^ log_v_k_nu)) - ((1.3394533 + 1.4397913) - 3.9971108)),-0.2833737,10
0,25,(1 / log_v_k_nu),-3.4028235e+38,2
0,26,(1 / log_v_k_nu),-3.4028235e+38,2
0,24,(((1 / log_v_k_nu) / 1.0124309) / (log_v_k_nu + log_v_k_nu)),-3.4028235e+38,8
0,23,((log_v_k_nu + log_v_k_nu) * (0.89581925 + (-0.44190407))),-0.6350845,7
0,28,(1 / ((log_v_k_nu * 0.23493935) + (log_v_k_nu / (-0.71375299)))),-3.4028235e+38,8
0,30,(1 / log_v_k_nu),-3.4028235e+38,2
0,18,(1 / (log_v_k_nu / log_v_k_nu)),-3.4028235e+38,4
0,33,(1 / log_v_k_nu),-3.4028235e+38,2
0,8,(log_v_k_nu / 1.1015273),-0.6350845,3
0,16,(1 / ((log_v_k_nu * (-1.006646)) + (log_v_k_nu + 0.56693417))),-0.062851,8
